Term	s105.STL.V05_4mo	s124.STL.V05_4mo	s172.STL.V01_1.4d	sNA.NegativeControl.4	s133.STL.V02_1mo	s158.STL.V02_1mo.2	s307.STL.V05_4mo	s189.STL.V01_1.4d	s252.STL.V01_1.4d	s173.STL.V01_1.4d	s265.STL.V01_1.4d	s237.STL.V02_1mo	s275.STL.V01_1.4d	s127.STL.V05_4mo	s285.STL.V05_4mo	s237.STL.V01_1.4d	s170.STL.V01_1.4d	s130.STL.V01_1.4d	s157.STL.V05_4mo	s302.STL.V01_1.4d	s186.STL.V01_1.4d	s165.STL.V05_4mo	s235.STL.V05_4mo	s287.STL.V02_1mo	s272.STL.V02_1mo	s248.STL.V02_1mo	s309.STL.V05_4mo	s107.STL.V01_1.4d	s160.STL.V01_1.4d	s189.STL.V05_4mo	s104.STL.V02_1mo	s191.STL.V01_1.4d	s251.STL.V01_1.4d	s105.STL.V02_1mo	s241.STL.V01_1.4d	s309.STL.V02_1mo	s327.STL.V02_1mo	s241.STL.V02_1mo	s245.STL.V01_1.4d	s196.STL.V01_1.4d	sNA.NegativeControl.5	sNA.MockDNA.6	s309.STL.V01_1.4d	s231.STL.V05_4mo	s253.STL.V01_1.4d	s325.STL.V01_1.4d	s188.STL.V02_1mo	s105.STL.V01_1.4d	s322.STL.V05_4mo	s210.STL.V02_1mo	s253.STL.V05_4mo	s305.STL.V01_1.4d	s147.STL.V01_1.4d	s187.STL.V05_4mo	s208.STL.V01_1.4d	s158.STL.V01_1.4d	s331.STL.V02_1mo	s158.STL.V02_1mo	s130.STL.V02_1mo	s281.STL.V02_1mo	s291.STL.V05_4mo	s291.STL.V01_1.4d	s111.STL.V02_1mo	s173.STL.V02_1mo	s235.STL.V01_1.4d	s161.STL.V01_1.4d	sNA.NegativeControl.1	s142.STL.V05_4mo	s211.STL.V02_1mo	s267.STL.V02_1mo	s281.STL.V05_4mo	sNA.DiaperBlank.NA	s252.STL.V05_4mo	s117.STL.V05_4mo	s117.STL.V02_1mo	s192.STL.V01_1.4d	sNA.EnvironmentalBlank.4	s263.STL.V01_1.4d	s185.STL.V02_1mo	s196.STL.V05_4mo	sNA.MockDNA.7	s319.STL.V02_1mo	s262.STL.V05_4mo	s176.STL.V05_4mo	sNA.NegativeControl.8	s124.STL.V02_1mo	s277.STL.V05_4mo	sNA.MockDNA.1	s302.STL.V05_4mo	s165.STL.V01_1.4d	s158.STL.V05_4mo	s222.STL.V02_1mo	sNA.EnvironmentalBlank.2	s185.STL.V05_4mo	s221.STL.V05_4mo	s263.STL.V05_4mo	sNA.NegativeControl.2	sNA.NegativeControl.3	s283.STL.V05_4mo	s187.STL.V01_1.4d	s192.STL.V05_4mo	s187.STL.V02_1mo	s210.STL.V05_4mo	s265.STL.V05_4mo	s188.STL.V05_4mo	s145.STL.V05_4mo	s172.STL.V02_1mo	s224.STL.V05_4mo	sNA.NegativeControl.6	s285.STL.V01_1.4d	s210.STL.V01_1.4d	s288.STL.V02_1mo	s245.STL.V05_4mo	s235.STL.V02_1mo	s142.STL.V02_1mo	s224.STL.V02_1mo	s262.STL.V02_1mo	s305.STL.V05_4mo	s128.STL.V02_1mo	sNA.MockDNA.4	s267.STL.V01_1.4d	s157.STL.V02_1mo	s325.STL.V02_1mo	s176.STL.V01_1.4d	s169.STL.V02_1mo	s192.STL.V02_1mo	s314.STL.V05_4mo	s222.STL.V01_1.4d	s275.STL.V05_4mo	s202.STL.V05_4mo	s250.STL.V01_1.4d	s153.STL.V05_4mo	s231.STL.V01_1.4d	s117.STL.V01_1.4d	s147.STL.V02_1mo	s172.STL.V05_4mo	s250.STL.V05_4mo	s170.STL.V05_4mo	s170.STL.V02_1mo	s257.STL.V05_4mo	s207.STL.V01_1.4d	s101.STL.V05_4mo	s288.STL.V05_4mo	s200.STL.V01_1.4d	sNA.MockDNA.8	s230.STL.V01_1.4d	s191.STL.V05_4mo	s229.STL.V01_1.4d	s208.STL.V05_4mo	s265.STL.V02_1mo	s160.STL.V02_1mo	s229.STL.V02_1mo	s224.STL.V01_1.4d	s193.STL.V02_1mo	s327.STL.V05_4mo	sNA.NegativeControl.7	s160.STL.V05_4mo	s241.STL.V05_4mo	s124.STL.V01_1.4d	s331.STL.V01_1.4d	s250.STL.V02_1mo	s208.STL.V02_1mo	s125.STL.V02_1mo	s125.STL.V01_1.4d	s193.STL.V01_1.4d	s202.STL.V02_1mo	s322.STL.V02_1mo	s287.STL.V01_1.4d	s231.STL.V02_1mo	s153.STL.V02_1mo	s180.STL.V01_1.4d	s222.STL.V05_4mo	s104.STL.V05_4mo	s211.STL.V01_1.4d	s307.STL.V02_1mo	s206.STL.V02_1mo	sNA.EnvironmentalBlank.3	s298.STL.V02_1mo	s207.STL.V05_4mo	s111.STL.V01_1.4d	s211.STL.V05_4mo	s288.STL.V01_1.4d	s256.STL.V05_4mo	s206.STL.V05_4mo	s248.STL.V05_4mo	s283.STL.V02_1mo	s281.STL.V01_1-4d	sNA.MockDNA.2	s230.STL.V02_1mo	s325.STL.V05_4mo	s245.STL.V02_1mo	s188.STL.V01_1.4d	s180.STL.V02_1mo	s107.STL.V05_4mo	s153.STL.V01_1.4d	s229.STL.V05_4mo	s272.STL.V05_4mo	s169.STL.V01_1.4d	s127.STL.V02_1mo	s221.STL.V02_1mo	s186.STL.V02_1mo	s142.STL.V01_1.4d	s295.STL.V01_1.4d	s327.STL.V01_1.4d	s251.STL.V05_4mo	s161.STL.V05_4mo	s331.STL.V05_4mo	s314.STL.V02_1mo	s145.STL.V02_1mo	s173.STL.V05_4mo	s307.STL.V01_1.4d	s185.STL.V01_1.4d	s202.STL.V01_1.4d	s145.STL.V01_1.4d	s149.STL.V05_4mo	sNA.MockDNA.3	s319.STL.V05_4mo	s285.STL.V02_1mo	s128.STL.V01_1.4d	s251.STL.V02_1mo	s149.STL.V01_1.4d	sNA.NegativeControl.9	s101.STL.V02_1mo	s128.STL.V05_4mo	s130.STL.V05_4mo	s298.STL.V05_4mo	s283.STL.V01_1.4d	s147.STL.V05_4mo	s184.STL.V05_4mo	s277.STL.V02_1mo	s252.STL.V02_1mo	sNA.MockDNA.5	s291.STL.V02_1mo	s256.STL.V01_1.4d	s196.STL.V02_1mo	s165.STL.V02_1mo	s193.STL.V05_4mo	s248.STL.V01_1.4d	s206.STL.V01_1.4d	s272.STL.V01_1.4d	s149.STL.V02_1mo	s184.STL.V02_1mo	s207.STL.V02_1mo	s157.STL.V01_1.4d	s261.STL.V01_1.4d	s277.STL.V01_1.4d	s261.STL.V02_1mo	s261.STL.V05_4mo	s257.STL.V01_1.4d	s180.STL.V05_4mo	s186.STL.V05_4mo	s305.STL.V02_1mo	s253.STL.V02_1mo	s200.STL.V02_1mo	s295.STL.V05_4mo	s161.STL.V02_1mo	s275.STL.V02_1mo	s298.STL.V01_1.4d	s302.STL.V02_1mo	s133.STL.V05_4mo	s127.STL.V01_1.4d	s322.STL.V01_1.4d	s267.STL.V05_4mo	sNA.EnvironmentalBlank.5	s256.STL.V02_1mo	s101.STL.V01_1.4d	s169.STL.V05_4mo	s221.STL.V01_1.4d	s191.STL.V02_1mo	s287.STL.V05_4mo	s319.STL.V01_1.4d	s133.STL.V01_1.4d	s189.STL.V02_1mo	s263.STL.V02_1mo	s104.STL.V01_1.4d	s237.STL.V05_4mo	s262.STL.V01_1.4d	s257.STL.V02_1mo	s184.STL.V01_1.4d	sNA.EnvironmentalBlank.1	s111.STL.V05_4mo	s107.STL.V02_1mo	s125.STL.V05_4mo	s176.STL.V02_1mo	s314.STL.V01_1.4d	s295.STL.V02_1mo	s230.STL.V05_4mo	s200.STL.V05_4mo
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_avium	0	0	0	0	0.06541	0	0	0	0	0	0	0	0	0	0.014280000000000001	0	0	0	0	0	0	0.1614	0.28514	0	0	0	0	0	0	0.67409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13588	0	0	0	0.01729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06076	0	0	0.00495	0	0	0	0.01122	0	0	0	0.036469999999999995	0	0	0	0	0	0	0	0	0	0.01229	3.49195	0.43128999999999995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019469999999999998	0	0	0	0	0	0	0.10462	0	0	0	0.042589999999999996	0	0.6381600000000001	0	0	0	0	0.0118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40536	0.07993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03247	0.02546	0	0	0	0	0	0	0	0.07071000000000001	0	0	0	0	0	0	0	0	0	0	0.07569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03574	0.24715	0	0	0	0	0	0	0	0	0.0491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_casseliflavus	0	0.01708	0	0	0.013000000000000001	0.22059	0	0	0	0	0	0	0	0	0.03311	0	0	0	0	0	0	0.007509999999999999	0	0	0	0	0	0	0	0.04827	0	0	0	0.09061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03184	0	0	0	0.49428999999999995	0	0	0	0	0	0.20534000000000002	0	0	0	0.00997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03508	0	0	0	0	0	0.31274	0	0	0	0	0	0	0	0	0.89287	0	0.3082	0	0	0	0	0	0	0	0	0	0	0	0.64532	0	0	0.87269	0	0	0	0	0	0.027280000000000002	0	0.026510000000000002	0	0.00495	0	0	0	0	0	0	0.01182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19848	0	0.01292	0.00632	0	0	0	0	0	0	7.1859399999999996	0	0	0	0	0	0	0	0.74571	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11061	0	0	0	0	0	1.6795900000000001	0	0	0	0	0	0.3611	0	0	0	0	0	0	0	0	0	0.19605	0	0	0	0.03023	0	0	0	0	0	0	0	0.98106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72292	0	0	0	0	0	0	0.00221	0	0	0	0	0	0	0.00557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_dispar	2.01563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4201	0	0	0	0	0	0	0	0.0966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_durans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis	0.2729	0.19776	0	0.49498000000000003	0.0021100000000000003	0	0	0	0	0	0	0.80858	0	0.05185	0.01526	4.45004	0	0	0	63.11776999999999	0	0.02495	0	0	0	0.11732000000000001	1.16977	0	16.335079999999998	0	0	0	0	5.7884400000000005	0	0.08322	0	0.36795	0	0	0	0	0	0	0	0.09614	0	0	0.48125	0.03172	0	0	0	0	0	0	0.39832	0.00247	0.97285	0.0036	1.1213899999999999	0	0	0.06686	0	0.22632	0	0	0	0	0	0	0	0.00238	0	0	0	0	0.1734	0	0	0.01107	0	0	0	0	0.05968	0	0	0	0	0	0	0	0.07992	0	0	0	0.34429	74.76469	0.47185	0.01296	0	0	0	2.88377	0.01593	0	0	3.6514699999999998	0	0	0	0.26459	0.49549	0.25486	0.00592	0.81667	0	0	0	0	0	0	2.62493	0.09729	0.9348799999999999	30.01053	0	0.0524	0	3.22476	0	0	0.25781	0.006640000000000001	0.00101	0.05255	0	0	0	0	0	0	0	14.34759	0	0	0	2.2511099999999997	0	0	0	0.02226	0.01555	0	0	0	0	0	0	3.16308	0.15388	84.98255	0	0	0	0	0	0.007890000000000001	0	0	0	0.25437	0	0.9643700000000001	0	0.26938	0.42639	10.7738	0.00433	0	0.3772	0	0.22334	0.9794200000000001	8.331389999999999	0	0.37476	0	0	9.1004	0	0.19279000000000002	0	0	0.18599000000000002	0	0	0.017130000000000003	0	0	0	0	0	0	0.27612	0	0	0	0	0	2.80714	0	0	0	0	0.02992	0	0	0	0	0	0	0.013619999999999998	0	0	0.20515999999999998	0	0.6301100000000001	0.03352	0	0.0173	96.02453	0	0.010459999999999999	0	2.22092	0	0	0	1.23227	0.4507	0	0	0	0	0.00307	0	0.30762	0	0.7006100000000001	0.0014	0	0	0.37577	0	98.89718	0	0	0	0	0	0	0.83906	0	0	0	1.05466	0	99.80524	0	0.39166999999999996	0	0	0	0	0.47052	17.22653	0	7.11411	0.020919999999999998	1.869	0	0	0.7831199999999999	0	0.65996
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028899999999999998	0.10497000000000001	0	0	0.0029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1153	0	0	0	0	0	0	0	0	0	0	0.28809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24959	0	0	0.35026999999999997	0	0	0	0	0	0	0	0	0.00787	0	0	0.00075	0	0	0	0	0	0	0	0.0421	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01583	0	0	0	0	0	0	0	0	0	0	0.7861199999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.82406	0	0	0	0	0	0.7549600000000001	0	0	0	0	0	0	0	0	0	0	0	0.6157100000000001	0.9097700000000001	0	0.17375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gallinarum	0	0	0	0	0	0	0.13584000000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1782	0.23181999999999997	0.20509000000000002	0	0	0	0	0	0	0	0	0	0	0	0	0.02682	0	0	0	0	0	0	0	0	0	0	0	0.02156	0	0	0	0	0.02384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034910000000000004	0.48411000000000004	0	0	0	0	0	0	0.09551	0	0	0.08172	0	0	0	0	0	0	0	0	0	0	0.10127	0	0.17837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6773399999999999	0	0	0	0	0	0	0.13422	0.03642	0	0	0	0	0	0.03651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04061	0	0	0.05942000000000001	0	0	0	0	0	0	0	0	0.35836999999999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0402	0	0	0	0.12361	0	0	0	0	0	0	0	0.12568	0	0	0	0	0	0	0	0	0	0	0	0.00415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2711	0	0	0	0	0	0.026189999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43278	0	0	0.0038799999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06527999999999999	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_hirae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41146000000000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_italicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_pallens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007490000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_raffinosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_sulfureus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_casei_paracasei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34065	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_coleohominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
