Term	s105.STL.V05_4mo	s124.STL.V05_4mo	s172.STL.V01_1.4d	sNA.NegativeControl.4	s133.STL.V02_1mo	s158.STL.V02_1mo.2	s307.STL.V05_4mo	s189.STL.V01_1.4d	s252.STL.V01_1.4d	s173.STL.V01_1.4d	s265.STL.V01_1.4d	s237.STL.V02_1mo	s275.STL.V01_1.4d	s127.STL.V05_4mo	s285.STL.V05_4mo	s237.STL.V01_1.4d	s170.STL.V01_1.4d	s130.STL.V01_1.4d	s157.STL.V05_4mo	s302.STL.V01_1.4d	s186.STL.V01_1.4d	s165.STL.V05_4mo	s235.STL.V05_4mo	s287.STL.V02_1mo	s272.STL.V02_1mo	s248.STL.V02_1mo	s309.STL.V05_4mo	s107.STL.V01_1.4d	s160.STL.V01_1.4d	s189.STL.V05_4mo	s104.STL.V02_1mo	s191.STL.V01_1.4d	s251.STL.V01_1.4d	s105.STL.V02_1mo	s241.STL.V01_1.4d	s309.STL.V02_1mo	s327.STL.V02_1mo	s241.STL.V02_1mo	s245.STL.V01_1.4d	s196.STL.V01_1.4d	sNA.NegativeControl.5	sNA.MockDNA.6	s309.STL.V01_1.4d	s231.STL.V05_4mo	s253.STL.V01_1.4d	s325.STL.V01_1.4d	s188.STL.V02_1mo	s105.STL.V01_1.4d	s322.STL.V05_4mo	s210.STL.V02_1mo	s253.STL.V05_4mo	s305.STL.V01_1.4d	s147.STL.V01_1.4d	s187.STL.V05_4mo	s208.STL.V01_1.4d	s158.STL.V01_1.4d	s331.STL.V02_1mo	s158.STL.V02_1mo	s130.STL.V02_1mo	s281.STL.V02_1mo	s291.STL.V05_4mo	s291.STL.V01_1.4d	s111.STL.V02_1mo	s173.STL.V02_1mo	s235.STL.V01_1.4d	s161.STL.V01_1.4d	sNA.NegativeControl.1	s142.STL.V05_4mo	s211.STL.V02_1mo	s267.STL.V02_1mo	s281.STL.V05_4mo	sNA.DiaperBlank.NA	s252.STL.V05_4mo	s117.STL.V05_4mo	s117.STL.V02_1mo	s192.STL.V01_1.4d	sNA.EnvironmentalBlank.4	s263.STL.V01_1.4d	s185.STL.V02_1mo	s196.STL.V05_4mo	sNA.MockDNA.7	s319.STL.V02_1mo	s262.STL.V05_4mo	s176.STL.V05_4mo	sNA.NegativeControl.8	s124.STL.V02_1mo	s277.STL.V05_4mo	sNA.MockDNA.1	s302.STL.V05_4mo	s165.STL.V01_1.4d	s158.STL.V05_4mo	s222.STL.V02_1mo	sNA.EnvironmentalBlank.2	s185.STL.V05_4mo	s221.STL.V05_4mo	s263.STL.V05_4mo	sNA.NegativeControl.2	sNA.NegativeControl.3	s283.STL.V05_4mo	s187.STL.V01_1.4d	s192.STL.V05_4mo	s187.STL.V02_1mo	s210.STL.V05_4mo	s265.STL.V05_4mo	s188.STL.V05_4mo	s145.STL.V05_4mo	s172.STL.V02_1mo	s224.STL.V05_4mo	sNA.NegativeControl.6	s285.STL.V01_1.4d	s210.STL.V01_1.4d	s288.STL.V02_1mo	s245.STL.V05_4mo	s235.STL.V02_1mo	s142.STL.V02_1mo	s224.STL.V02_1mo	s262.STL.V02_1mo	s305.STL.V05_4mo	s128.STL.V02_1mo	sNA.MockDNA.4	s267.STL.V01_1.4d	s157.STL.V02_1mo	s325.STL.V02_1mo	s176.STL.V01_1.4d	s169.STL.V02_1mo	s192.STL.V02_1mo	s314.STL.V05_4mo	s222.STL.V01_1.4d	s275.STL.V05_4mo	s202.STL.V05_4mo	s250.STL.V01_1.4d	s153.STL.V05_4mo	s231.STL.V01_1.4d	s117.STL.V01_1.4d	s147.STL.V02_1mo	s172.STL.V05_4mo	s250.STL.V05_4mo	s170.STL.V05_4mo	s170.STL.V02_1mo	s257.STL.V05_4mo	s207.STL.V01_1.4d	s101.STL.V05_4mo	s288.STL.V05_4mo	s200.STL.V01_1.4d	sNA.MockDNA.8	s230.STL.V01_1.4d	s191.STL.V05_4mo	s229.STL.V01_1.4d	s208.STL.V05_4mo	s265.STL.V02_1mo	s160.STL.V02_1mo	s229.STL.V02_1mo	s224.STL.V01_1.4d	s193.STL.V02_1mo	s327.STL.V05_4mo	sNA.NegativeControl.7	s160.STL.V05_4mo	s241.STL.V05_4mo	s124.STL.V01_1.4d	s331.STL.V01_1.4d	s250.STL.V02_1mo	s208.STL.V02_1mo	s125.STL.V02_1mo	s125.STL.V01_1.4d	s193.STL.V01_1.4d	s202.STL.V02_1mo	s322.STL.V02_1mo	s287.STL.V01_1.4d	s231.STL.V02_1mo	s153.STL.V02_1mo	s180.STL.V01_1.4d	s222.STL.V05_4mo	s104.STL.V05_4mo	s211.STL.V01_1.4d	s307.STL.V02_1mo	s206.STL.V02_1mo	sNA.EnvironmentalBlank.3	s298.STL.V02_1mo	s207.STL.V05_4mo	s111.STL.V01_1.4d	s211.STL.V05_4mo	s288.STL.V01_1.4d	s256.STL.V05_4mo	s206.STL.V05_4mo	s248.STL.V05_4mo	s283.STL.V02_1mo	s281.STL.V01_1-4d	sNA.MockDNA.2	s230.STL.V02_1mo	s325.STL.V05_4mo	s245.STL.V02_1mo	s188.STL.V01_1.4d	s180.STL.V02_1mo	s107.STL.V05_4mo	s153.STL.V01_1.4d	s229.STL.V05_4mo	s272.STL.V05_4mo	s169.STL.V01_1.4d	s127.STL.V02_1mo	s221.STL.V02_1mo	s186.STL.V02_1mo	s142.STL.V01_1.4d	s295.STL.V01_1.4d	s327.STL.V01_1.4d	s251.STL.V05_4mo	s161.STL.V05_4mo	s331.STL.V05_4mo	s314.STL.V02_1mo	s145.STL.V02_1mo	s173.STL.V05_4mo	s307.STL.V01_1.4d	s185.STL.V01_1.4d	s202.STL.V01_1.4d	s145.STL.V01_1.4d	s149.STL.V05_4mo	sNA.MockDNA.3	s319.STL.V05_4mo	s285.STL.V02_1mo	s128.STL.V01_1.4d	s251.STL.V02_1mo	s149.STL.V01_1.4d	sNA.NegativeControl.9	s101.STL.V02_1mo	s128.STL.V05_4mo	s130.STL.V05_4mo	s298.STL.V05_4mo	s283.STL.V01_1.4d	s147.STL.V05_4mo	s184.STL.V05_4mo	s277.STL.V02_1mo	s252.STL.V02_1mo	sNA.MockDNA.5	s291.STL.V02_1mo	s256.STL.V01_1.4d	s196.STL.V02_1mo	s165.STL.V02_1mo	s193.STL.V05_4mo	s248.STL.V01_1.4d	s206.STL.V01_1.4d	s272.STL.V01_1.4d	s149.STL.V02_1mo	s184.STL.V02_1mo	s207.STL.V02_1mo	s157.STL.V01_1.4d	s261.STL.V01_1.4d	s277.STL.V01_1.4d	s261.STL.V02_1mo	s261.STL.V05_4mo	s257.STL.V01_1.4d	s180.STL.V05_4mo	s186.STL.V05_4mo	s305.STL.V02_1mo	s253.STL.V02_1mo	s200.STL.V02_1mo	s295.STL.V05_4mo	s161.STL.V02_1mo	s275.STL.V02_1mo	s298.STL.V01_1.4d	s302.STL.V02_1mo	s133.STL.V05_4mo	s127.STL.V01_1.4d	s322.STL.V01_1.4d	s267.STL.V05_4mo	sNA.EnvironmentalBlank.5	s256.STL.V02_1mo	s101.STL.V01_1.4d	s169.STL.V05_4mo	s221.STL.V01_1.4d	s191.STL.V02_1mo	s287.STL.V05_4mo	s319.STL.V01_1.4d	s133.STL.V01_1.4d	s189.STL.V02_1mo	s263.STL.V02_1mo	s104.STL.V01_1.4d	s237.STL.V05_4mo	s262.STL.V01_1.4d	s257.STL.V02_1mo	s184.STL.V01_1.4d	sNA.EnvironmentalBlank.1	s111.STL.V05_4mo	s107.STL.V02_1mo	s125.STL.V05_4mo	s176.STL.V02_1mo	s314.STL.V01_1.4d	s295.STL.V02_1mo	s230.STL.V05_4mo	s200.STL.V05_4mo
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp_ART55_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.83766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6773899999999999	0	0	0	0	0	0.23471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07674	0	0	0	0	0	0	0.09729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1889	0	0.8221700000000001	0	0	0.77903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01675	0	0	0	0	0	0	0	0.025419999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41053	0	0	0	0	0	0	0	0	0	0	0	0.02437
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_unclassified	0	0.01072	0	0	0	0	0.035519999999999996	0	0	0	0	0	0	0	0	0	0	0	0.00543	0	0	0	0	0	0	0.0248	0	0	0	0.00391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6440899999999999	0	0	0	0	0	0	0.0027600000000000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039580000000000004	0	0	0	0	0.01239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00686	0	0	0	0	0	0	0	0	0	0	0.01125	0	0	0	0	0	0	0	0	0	0	0	0.0522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13154000000000002	0	0	0	0	0	0	0	0	0.0594	0	0.04222	0.010440000000000001	0	0.04556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00747	0	0	0.018330000000000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02259	0	0	0	0.0107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02146	0.09007000000000001
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_1_57FAA	0.26914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007640000000000001	0	0	0	0.02036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062229999999999994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20347	0	0	0	0	0	0.07192	0	0	0.21768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045860000000000005	0	0	0	0.46663000000000004	0	0	0	0	0	0	0.02185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03676	0.0966	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15105	0.02541	0	0	0	0	0	0	0	0	0.78776	0	0	0	0	0.07778	0	0	0	0	0	0	0.86062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61871	0	0	0	0	0	0	0.035769999999999996	0	0	0	0	0	0	0	0	0	0	0	0	0.03805	0	0	0	0	0	0	0.07801	0	0	0	0	0	0	0	0	0	0	0	0.02696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_4_56FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020419999999999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12469000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00373	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_46FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027989999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_58FAA	0.28423000000000004	0	0	0	0	0	2.05815	0	0	0	0	0	0	0	0	0	0	0	2.65279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03274	0	0	0	0	0	0	0	0	0	0.00039	0	0	0.88651	0	0	0	0	0	0	0	0	5.024	0	0	0	0	0	0	0	0.05101	0	0	0	0	0	0	0	0	0	0	0	0	0.03878	0	0	0	0.77742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21020999999999998	0	0	0	0	0	0	0	0.23875	0	0	0	0	0	2.00552	0	0	0	0	0	0	0	0	0	1.46189	0	0	0	0.00044	0	0	0	0	0	9.136280000000001	0.51345	0	0	0	0.025490000000000002	0	0	0	0	0	0	0	0.05952999999999999	0	0	0.01285	0	0	0	0	0	0	0	0	0	0	0	0.00095	0	0.97131	0	0	0	0.17482999999999999	0	0	0.02159	0	0	0	0	0.07829	0.94988	0	0	0	0.12976	0	0	0	0	0	0	0.13416	0	0	0	0	0	0	0	0	3.7813199999999996	0.10389000000000001	0.031830000000000004	0.01633	0	0	0	0	0	0	0	0	0	6.02236	0	0	0	0	15.21398	3.5217199999999997	0	0	0	0.03398	0.00134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1636	0.56223	0	0	0	0	0	0	0	0.01201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07459	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_46FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18550999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00386	0.02383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00835	0	0	0	0	0	0	0	0	0	0	0.07724	0	0	0	0	0	0	0	0	0	0	0.12180999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08929	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_57FAA_CT1	0.06345	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61532	0	0	0	0	0	0.08434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91903	0	0	0	0	0	0	0	0.61998	0	0	0	0.7144	0	0	0	0	0	0	0	5.12608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77864	0	0	0	0	0	0	0	0	0	0	1.24373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_4_1_37FAA	0.01056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00579	0	0	0	0	0	0	0	0	0	0	0	0.030189999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007109999999999999	0	0	0	0	0.01097	0	0	0	0	0	0	0	0	0	0	0	0	0.0009699999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006379999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_57FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09571	0	0.21083000000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_63FAA	0	0	0	0	0	0	0.12207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011000000000000001	0	0	0	0	0	0	0	0	0.015030000000000002	0	0	0	0	0	0	0.00072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02128	0	0	0	0.11329000000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06242999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24716999999999997	0	0	0	0	0	0	0	0	0	0.00123	0	0	0	0	0	0	0	0	0	0	0.58532	0	0	0.07163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17357999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37501
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_6_1_63FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20143	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009599999999999999	0	0.00828	0	0	0.06384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04933	0	0	0.025240000000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5662	0	0	0	0	0	0.06722	0	0	0	0	0.20446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01202	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02368	0	0.00665	0	0	0.00312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
