Samples	1	2	3	4	5	6	7	8	9	10-11	12-13	14-15	16-17	18-19	20-21	22-23	24-25	26-27	28-29	30-31	32-33	34-35	36-37	38-39	40-41	42-43	44-45	46-47	48-49	50-51	52-53	54-55	56-57	58-59	60-61	62-63	64-65	66-67	68-69	70-71	72-73	74-75	76-77	78-79	80-81	82-83	84-85	86-87	88-89	90-91	92-93	94-95	96-97	98-99	100-101	102-103	104-105	106-107	108-109	110-111	112-113	114-115	116-117	118-119	120-121	122-123	124-125	126
sNA.NegativeControl.7_R1	29.93383643111132	29.23060200928557	30.977174267480322	31.94750081520473	32.387385289048304	36.3419356842285	36.35174919644105	36.88840235400072	37.0438813061909	37.110037111224976	37.11560379497213	37.164003664539365	37.179733233956	37.17892579307775	37.181099672365335	37.22245772581171	37.21263644974457	37.155719631682736	37.131713793264076	37.15314979581062	37.152233660968	37.131869070356046	37.10340116131755	37.11446548952706	37.093562966525795	37.114015196847575	37.113535735275256	37.09801598884296	37.090815108671706	37.062567892724	37.064142000917904	37.036539068115374	37.02110926551353	37.024852499434864	37.004125376291434	36.97882438528168	36.942584504437974	36.960321519099814	36.94593387595348	36.92273446421158	36.893887934696046	36.92140823349396	36.89604045838893	36.845322849934895	36.82658414644045	36.826596734751526	36.757033117649385	36.7636756607232	36.74325918770175	36.68521064582393	36.70746098061806	36.682047260795606	36.6315404992701	36.609533054870354	36.59613325525863	36.53648701953339	36.508516994531455	36.492767649428224	36.466696972324854	36.4042280794432	36.368042159081256	36.341316149443095	36.33710989953525	36.301427313936365	36.295726395046294	36.23793998697528	36.26069397441782	33.95882818685669
s309.STL.V01_1.4d_R1	31.34052058123661	32.03566125898345	31.596776954846483	31.97793417179388	32.11936679039048	35.18831477755075	36.40387877332606	36.35041402383985	36.69401914203355	36.84306924081633	36.8896658390408	36.96560512258613	36.9770822480788	37.01845613351086	37.06277880866428	37.095255602737076	37.118970582068044	37.09496345335111	37.090876551693924	37.10752179825555	37.09492878446925	37.09467533036621	37.080769015414475	37.07216969517646	37.09067444171405	37.093121485153645	37.089253354463295	37.09319808059	37.08258912024398	37.05835295369381	37.04428584782907	37.02181526418252	37.016986112000865	36.99052250229328	36.99599292655759	36.983939532740656	36.96772026439537	36.976404963767024	36.96383292813368	36.934812258314814	36.92599562911792	36.90925860741845	36.90005803335589	36.858670864820716	36.84384492671657	36.82863817515421	36.740462446815	36.76186697206246	36.72893108894819	36.710750923156105	36.6938278566025	36.66149155179244	36.63020977652023	36.588676113004205	36.571771857662	36.51164800888887	36.49345992861554	36.477844136640456	36.445463740301584	36.415736615273815	36.3861056296944	36.3445893559626	36.328727434575526	36.30595605922231	36.30137632021098	36.256102579176016	36.293756928776936	34.68105065052778
s130.STL.V02_1mo_R1	22.997819430587224	27.31337838614757	30.120725339856058	31.081226416936865	32.14256211816997	36.1849247748941	36.46120528519191	36.85202730787015	37.028148105969024	37.09447811439476	37.11203318360658	37.149845583115955	37.15925762711025	37.16839706554279	37.18352688053137	37.19896375501371	37.210447298687946	37.169694830314725	37.14631065095512	37.1673736255907	37.15405013191523	37.15037036945344	37.133980018215155	37.127691243500216	37.145125494729754	37.14469967482996	37.138245869905425	37.14175000205745	37.13288771271779	37.10351662436842	37.0858844224969	37.061447974032774	37.05686642507465	37.02489413906117	37.030090400995896	37.0198272443592	37.001353942467354	37.01296618427798	37.00068718682435	36.97493100139265	36.96634728933915	36.95053132280524	36.94379754065544	36.9040479977031	36.89080049686903	36.8769665416536	36.79133687740675	36.8130819500719	36.78313095706976	36.76210026549358	36.748145291689205	36.71805217399027	36.690648099250716	36.652102562061394	36.63404760378873	36.5746891588861	36.558424067767795	36.54307405442479	36.510883302363645	36.48024068118095	36.449352526220714	36.404589578289254	36.39195306244041	36.366962071943824	36.357741111423366	36.30840566453364	36.33016679602433	34.449814225294794
s192.STL.V05_4mo_R1	25.422648587461705	27.721401984163922	26.645076925766553	30.05132227457025	31.987418676416603	36.28008907616788	36.13584493602553	36.70539816760388	36.994516136196005	37.015836629431895	37.11955265670033	37.10303546619379	37.173247287481374	37.18049453054752	37.199670807520924	37.22664400544764	37.22829618912573	37.168627709467046	37.14516347247114	37.169735491535675	37.151954435640675	37.142060863674686	37.12308871451549	37.122682066427096	37.13966320801675	37.13340072515671	37.133008647971565	37.1378096659737	37.12511466478806	37.101828539964096	37.087552045188616	37.06259128541749	37.05606224972596	37.02579369601615	37.03273720873703	37.02580867846503	37.009696573749686	37.02023645911211	37.010113534522425	36.98426754918387	36.981223594681616	36.9693973154692	36.960976162978	36.924451931282455	36.910653174318455	36.90149847139871	36.82039071154085	36.84122637683693	36.8144837906186	36.79419489733512	36.78202332716146	36.756436090183115	36.72819503960066	36.686352390132065	36.663968226347905	36.601995563205705	36.588686815351615	36.5727897430374	36.53571053142723	36.49954847321448	36.46211371269503	36.410582795279566	36.388124769831656	36.36009547767392	36.33779712221048	36.274049363110436	36.27119283566743	33.67879032912522
s288.STL.V01_1.4d_R1	27.34995572007125	30.987586694130172	31.875237569280678	32.468625929132216	32.718984148780564	36.39627302307532	36.666305959381866	36.74416898016856	36.99813427266485	37.03321740947492	37.06941998268605	37.04481850204483	37.02666248743744	37.080728777973476	37.105605142442066	37.14724568892603	37.16413798421843	37.129733972158384	37.100679622277276	37.10782660178911	37.089170572255895	37.076376658009686	37.04272447662349	37.03246428281531	37.03797224346346	37.05551960028116	37.053789251255104	37.039581626410964	37.0225756178059	36.95521041704376	36.93212583037604	36.89648206376964	36.875395585550955	36.83685674089117	36.79685280864851	36.79693623907677	36.77049386482235	36.754235508987115	36.74864315758901	36.677803195463966	36.684521485496155	36.65230989806622	36.62521840165884	36.59459965663679	36.54612400228885	36.537965047398906	36.44171111697071	36.44086036365911	36.41207600777108	36.36238143918385	36.366682306476854	36.32600537218805	36.273546354630646	36.240361451374994	36.176236472681104	36.122105970912564	36.101098474578656	36.056744911401	36.030715712148954	35.95096422878197	35.92607599696176	35.85591147906932	35.80601014225906	35.77701972794757	35.73464065911715	35.67607321991932	35.63755563186497	32.40990096750639
s184.STL.V02_1mo_R1	27.178340770593053	30.782634159514732	31.67031383281143	32.352634974236196	32.65357411629938	36.25921100548217	36.552372454829495	36.62184185694685	36.927818400694754	36.95242184731769	36.99474983134915	36.98600048672584	36.97815901220642	37.02556561685827	37.075222318872854	37.12128520378045	37.138381712102024	37.12361089114022	37.10980017727215	37.13118165514175	37.12197473204619	37.11290779530405	37.096776016024975	37.09164674660918	37.10872604235035	37.126364544520285	37.12563469837397	37.12735761538919	37.11682323627331	37.08706407275768	37.06724738620497	37.04372828676776	37.039980795985045	37.00975405972113	37.01677105951515	37.00434330517837	36.985711433152815	36.9961632564246	36.98437915307716	36.95758681623818	36.948123144195215	36.93196692469873	36.92515214739916	36.88733585357849	36.870870336180204	36.85757000737411	36.770827198414906	36.7919224109949	36.763894259938716	36.748440147402995	36.73352041154038	36.703629950212395	36.67730297937899	36.63495313291192	36.622160501896545	36.56170491923889	36.54623165099189	36.53218386256954	36.502332465981056	36.47272709325496	36.444636421869184	36.40498331378852	36.387078639794034	36.36583880888495	36.3591872508477	36.312817658538265	36.34522400386627	34.614937484262
s127.STL.V01_1.4d_R1	25.8611943778226	30.50190514461957	31.428818279621854	32.01656743331952	32.305156997243856	35.86586779795225	36.21789506614002	36.631233621834895	36.92149722392486	36.93447797155339	36.95320734386114	36.992217536791784	37.024334466823156	37.05733873203435	37.10000110212175	37.13347512553591	37.14931142823959	37.125740477456105	37.11478352209288	37.13278748634004	37.12152914306642	37.1163331900575	37.09933819137346	37.093080882992695	37.11110775572236	37.12084482778084	37.11421683345775	37.112399309469275	37.09854721091651	37.06533108483594	37.046922053369705	37.01992914294165	37.01306650750832	36.9836861802403	36.989888176831826	36.977222421953584	36.96076791820383	36.968690384758666	36.95359237890421	36.92654756629069	36.91661641971969	36.902332058162095	36.89462272353333	36.85349402646281	36.83467667492005	36.82261206062199	36.734420350418894	36.75359473639246	36.72006848130541	36.69978957257035	36.681262214787715	36.64562688684478	36.613394323871525	36.5707988108954	36.54614246449741	36.48572072934834	36.46632777662186	36.447350871143115	36.41394835011654	36.378560958308064	36.34141572122879	36.299647165695575	36.283077708090225	36.25818168856978	36.2466881595056	36.19549504291047	36.22400447362297	34.52653903065804
s262.STL.V02_1mo_R1	29.663570260554856	31.257355889418463	31.981370135733986	32.235065077699254	32.64103102740132	36.447228314116266	36.62406602257236	36.64184776734505	36.77574343382925	36.78299254561367	36.876069519648816	36.905335307920545	36.88407653472147	36.920643298199856	36.96370301348274	37.00057311260726	37.0135306874562	36.989156186478205	36.97124412940926	36.99655914522107	36.98288855727291	36.97121274985966	36.95237359885769	36.947471417226275	36.966192543277934	36.986332725230014	36.985205916454404	36.98192127854423	36.96919855170185	36.93280546071935	36.9080224093638	36.88533827287635	36.87437073835285	36.83774576077232	36.844300427817394	36.823730138001814	36.805443716356976	36.81375343772025	36.79482448796945	36.76301161788257	36.749865616751244	36.73060925045579	36.72123955329828	36.67373495384801	36.65542716869671	36.63453524307658	36.54873385192524	36.558774192418106	36.523031436174385	36.49791910789888	36.476304610066	36.43841389295269	36.409751702496436	36.36303530921056	36.33115831427801	36.26208986631202	36.2457032783424	36.22379550794179	36.18582637027122	36.14725114208362	36.10402155964282	36.05197633506695	36.02254594599307	35.99656155685624	35.98283725433561	35.93020164591567	35.96683431657553	34.16782948986373
s157.STL.V02_1mo_R1	31.65030269527162	32.26112558358021	31.771807233019747	32.165265877913015	32.299309912394904	35.57726199295046	36.62949135713584	36.58932438533126	36.86546393194124	36.985576056720966	37.02586414448293	37.083003015492956	37.0975428179604	37.12532305473789	37.15810805099402	37.181871590591065	37.19713766826129	37.16694257694806	37.15621161901546	37.17092268701639	37.15726013415695	37.15702252819888	37.145279160910185	37.13360013277665	37.14751852821779	37.15035618800774	37.144277520417646	37.14803376478027	37.13517134622246	37.11357114106943	37.099376990134026	37.07508086565707	37.07497601711539	37.047240234096094	37.0515102052896	37.0380997711235	37.023546574034455	37.03206850329714	37.02213588072362	36.995989022896744	36.98894860979796	36.97347245155994	36.967613680136274	36.92985271330985	36.9172954172588	36.90704744797286	36.82037091115572	36.84358036247123	36.81334022898871	36.798418552148775	36.7848150214961	36.75015267288265	36.72063256868904	36.679628753105156	36.664258765350645	36.60342168981895	36.5874737623725	36.56764308457062	36.53147816245811	36.499249230974	36.461987318326	36.41750738638631	36.39328406113255	36.36079397631513	36.34895969709178	36.29758070555411	36.313583100930465	34.26538567932606
s222.STL.V01_1.4d_R1	30.53068475570941	31.494006595332703	32.244503253126226	32.27381009276507	32.686749693238696	36.37514779546153	36.62672034482827	36.88308993684351	37.034740452646496	37.13078650516085	37.159589687842974	37.16216552130192	37.16156359326576	37.165868997722654	37.17236761471629	37.185268557185424	37.19157756048479	37.151385820176095	37.12746989157942	37.139726062649714	37.123312105837535	37.11094564492269	37.08553939640685	37.07740844978756	37.084276087106154	37.085423876082785	37.073800865797175	37.069488851116986	37.054871245734745	37.01546403345254	36.99331253721903	36.962007892710574	36.94885822728064	36.915045963370034	36.90394353513256	36.890484706562184	36.86570068994284	36.86816045052458	36.85159743014054	36.81314426580803	36.80366344634878	36.7848408990717	36.76882997715903	36.73119479187001	36.70554021926087	36.69058517102815	36.60264773677781	36.61690433135226	36.58809738556512	36.56315957330445	36.549273598026154	36.51226630546496	36.478792209004176	36.43930927255867	36.4084372710256	36.34532405082845	36.31611635876239	36.290704592256816	36.252691298798275	36.20383339198772	36.1646794763809	36.10800211485884	36.077756746919924	36.036637484882846	36.00233223186346	35.92797795143144	35.89909143950398	32.950012222603995
s145.STL.V05_4mo_R1	30.19904882784007	31.454078278148014	32.13312829041865	32.31490737644444	32.6940832887234	36.55191193293643	36.78548148575342	36.859272905360115	36.97367308507111	36.96317544904879	37.02720663367935	37.05975142151047	37.0422473515807	37.07036284968413	37.107796824268796	37.1330903855399	37.14873634125986	37.12409692982885	37.10483877093935	37.12104632348256	37.111604210433626	37.100043454959156	37.07738961593368	37.07032462696681	37.09349912258232	37.11621749058345	37.11489046700455	37.11501815486341	37.10762316247522	37.073136897650926	37.05500419908309	37.031416478101185	37.025001865410985	36.992897278732414	36.998899108356746	36.98600474495436	36.96725727371483	36.97871653467769	36.967470958709285	36.93794634173193	36.92899948765592	36.91293596646339	36.907874966904224	36.86712153266936	36.84922019136834	36.83697603271993	36.75191821434458	36.77289047727392	36.74190907933738	36.72396035712129	36.70651855420547	36.67428137002818	36.65072616158271	36.60900566462456	36.59128584214214	36.530499252472474	36.51419100431474	36.49882464335808	36.46797105709129	36.43463128715583	36.40071071917378	36.35541456524672	36.34005605875269	36.316405406489274	36.30712256368052	36.25553491114389	36.27488784772929	34.2478632292578
s229.STL.V01_1.4d_R2	32.61156419526067	32.676458971825056	32.74038453359353	32.678722724676106	32.671848988629115	36.9297587804339	36.90341385104848	36.94573347844035	36.936651864083096	36.939416653115	36.92211835395271	36.94177030560038	36.95085292069568	36.9404324439274	36.94466940201732	36.94296180933439	36.91414901823428	36.935150631924365	36.934051112695606	36.9233641060282	36.929389549792965	36.900321195214794	36.90335012498823	36.90956967793755	36.883890242784574	36.86276381359055	36.887538068109244	36.86368632751346	36.84867645047348	36.83317917354399	36.8281860458429	36.8244094286874	36.817681922354865	36.79078170722208	36.76417030567549	36.75450934162642	36.742360337204616	36.73152631850903	36.72468533870272	36.679438992639135	36.682934329336106	36.65203828082952	36.604668492375524	36.615929348583386	36.58086214084712	36.58266352830565	36.55602129026758	36.511757368085625	36.49575525474625	36.45247531651307	36.41982337730987	36.41054514344325	36.37834221729776	36.37367185476221	36.32062701033193	36.29442380154439	36.27264042009068	36.22966232076025	36.171051809380295	36.09556061698943	36.09065442166617	36.028434454279775	36.00271750846446	35.96469874301341	35.89788654000472	35.86171046298807	35.8488665675508	32.66434565715341
s107.STL.V02_1mo_R2	32.29564059853896	32.43818110297579	32.51507662698688	32.46452596503975	32.45224132522865	36.6348668069327	36.646845451382596	36.67946285518264	36.725703745231726	36.708864869273356	36.703567175424155	36.723565461269075	36.726433350651284	36.71683942589916	36.73663610137214	36.74360296930677	36.72111376293256	36.75125752264537	36.75562275555411	36.75594753191239	36.760471625078175	36.7403970738584	36.753567371441356	36.7635347501365	36.75416853893461	36.73962763980783	36.76889773399961	36.75235441011705	36.740873021996215	36.73946519216223	36.73920353742657	36.74163666209832	36.739234326290564	36.71186678292868	36.70541179635252	36.69488094203031	36.68697205343932	36.683233945894976	36.67461759429882	36.652896261215034	36.650662536497116	36.61996618004024	36.58295507493443	36.588307252040494	36.56804527269803	36.564406931663854	36.54486972720701	36.50730539934443	36.48527514195156	36.46037822295003	36.41879017084476	36.41609953624781	36.387076716126636	36.379117756795495	36.35071129150621	36.313561324187866	36.30055323200168	36.2620403526249	36.19709756096466	36.1471603833448	36.135891149289925	36.083435946736	36.066099144969776	36.0386016861889	35.997407393065764	35.95170501103141	35.999992790409884	33.884682180432414
s176.STL.V05_4mo_R2	32.08049364059942	32.24900786155036	32.32061453217479	32.264452719760605	32.214658103513415	36.29540000359796	36.334764123506105	36.37263628786107	36.445249188959046	36.42750942966281	36.43829432541182	36.45426028867661	36.45687720750056	36.44500752574044	36.46345188623239	36.46651675151864	36.44999610220616	36.47716012736791	36.472503163209616	36.477173319900935	36.48256546794514	36.46528624798364	36.474068105299075	36.48079990177435	36.46949777551401	36.45062632247855	36.480817585357904	36.459857657397116	36.44250672458364	36.44140532064976	36.43477958275333	36.439700881760665	36.438358283814395	36.407567088315844	36.3860751862668	36.37261720545021	36.356000713437204	36.352933222183715	36.339293170283156	36.31256263270394	36.30488141396482	36.262754631358035	36.22431503737955	36.22939177521008	36.19789464743727	36.18254473224075	36.16129714564518	36.117603896928244	36.09216899094429	36.06077591539372	36.01230094892933	35.99877754978173	35.96240158998246	35.948720679067996	35.91966970896018	35.87332347575878	35.854894271417656	35.810405725154574	35.74481222077091	35.681223317034465	35.66453084076966	35.60273655657708	35.57808407499925	35.54236870165118	35.49737900514775	35.44212463748846	35.504597351046534	33.47311086229871
s253.STL.V02_1mo_R2	32.298647860677605	32.452818287611706	32.5441147012422	32.499599463875896	32.471532504944754	36.606408843807245	36.63959020948828	36.67380676025991	36.72592335491108	36.723320297317606	36.716927383816525	36.74163065575709	36.74626981153821	36.7391963948521	36.757585740268404	36.76545852034988	36.74740980627115	36.77266218959875	36.77369224813076	36.77357129932248	36.78269676348964	36.76259476775835	36.77486588224778	36.78108164671395	36.769865620432576	36.75485573498853	36.78474080711807	36.771613373303225	36.76205385778243	36.760193723191264	36.75819309710033	36.76361265476166	36.75883539290198	36.73785026098217	36.724490857349636	36.71215979460928	36.705982305552	36.70142523365651	36.69044889319017	36.66377137970915	36.66200628717661	36.63169409087437	36.59346373224905	36.59984827507264	36.57933071849757	36.57099473911753	36.55090702181341	36.50637843921393	36.48297005923696	36.456392230569904	36.4124406487383	36.408114625546986	36.37673232705475	36.36634770287608	36.337066043054314	36.29657158280705	36.2792360395937	36.24243612036829	36.177070557059324	36.12702735088589	36.11059210835815	36.06047570855234	36.04876710799636	36.017088668488896	35.97891949773205	35.9297898961707	35.98557114949463	33.770859201946784
s314.STL.V01_1.4d_R2	32.596138212349345	32.65483813018112	32.718345603048164	32.656940121888155	32.65286105638518	36.933030318171866	36.903462645182366	36.93968209779605	36.93909835441472	36.927739053225345	36.90387358545337	36.9181273139556	36.93070059913009	36.91860170459413	36.9241462753048	36.919935352006775	36.89219961009749	36.915258861636964	36.908712568248795	36.89637117433941	36.9013523256146	36.87440168286237	36.88047935077008	36.88272679084776	36.8572562891552	36.835318265657	36.85539516190907	36.834225925983795	36.821493463722774	36.80946831352367	36.80653501005897	36.802865117688505	36.795170630760936	36.766364358982784	36.747304484167046	36.737086060144364	36.72508367513464	36.716409914661625	36.70905805049779	36.67222387336119	36.673666496370906	36.64405378183733	36.599451904122716	36.609171708321746	36.57868520307962	36.582682483779	36.559209044229775	36.51513554310822	36.4970476340514	36.46264561006546	36.424651458921325	36.42059477812778	36.39005851410356	36.38599218016146	36.34300961790475	36.30878154674029	36.28814439262828	36.24662229745904	36.183450265351205	36.12017437059079	36.110926439861615	36.045553382576536	36.028488777604984	35.988021302312994	35.91681776893138	35.883626761467326	35.868233863038895	32.55072275649056
sNA.MockDNA.3_R2	32.05105056214222	32.26262061360063	32.352719590298356	32.30817210753694	32.28055070480555	36.31646373573394	36.3499819816988	36.39681644951367	36.47744989683748	36.46007961255783	36.46219980657996	36.48584888223447	36.49075720914666	36.48620437844719	36.510188032262064	36.520852807966314	36.49906510693995	36.528586178723394	36.53154124099168	36.53952031585595	36.55071792083857	36.53558102602051	36.54579307917605	36.555102205677926	36.54446829251484	36.53073659761694	36.560123589304574	36.55117028520387	36.54229035988712	36.53612473092717	36.53974740707023	36.54553479903986	36.547384513893256	36.52065126756503	36.5108803912884	36.50262504891583	36.49393342754611	36.4926245227728	36.481766337009404	36.46066476913514	36.461000806823634	36.43023597682674	36.393024708439775	36.40042938806991	36.382164866407244	36.37525368149214	36.35745893401754	36.32006104713064	36.2990970147952	36.273001091355205	36.22927406623405	36.2250072602135	36.197185523131	36.189622022266114	36.16172972663244	36.12080222421747	36.113283315423615	36.076490599633466	36.0069171624095	35.96074817954103	35.949492446223076	35.895286389044955	35.87727583892426	35.84792250830961	35.818932978194646	35.77281485613372	35.84431181027763	33.977188691706594
s161.STL.V02_1mo_R2	32.45467740018269	32.55899699227886	32.616881601459646	32.56649590266171	32.567547980209696	36.771280375469615	36.774959159337726	36.819143994443955	36.83457708081031	36.82818517688611	36.81324635383925	36.829120809018576	36.83262477944879	36.819840584094855	36.83399654906939	36.834689360541255	36.809020605897864	36.83674604620829	36.83624848909167	36.83667096700943	36.84145215570786	36.819358575638134	36.83298448328482	36.84510625396469	36.835969665406395	36.820061510093566	36.84904916000347	36.83419192693954	36.82315679122605	36.82237623129533	36.82335399685742	36.827726311398614	36.82496094777146	36.80011543970612	36.79397708484704	36.78607588443257	36.77963808988289	36.77737945154121	36.76734429736625	36.74394916364631	36.747336076200654	36.72126416397453	36.68354775066016	36.691017178665	36.67035775102497	36.66836606725463	36.65370545836794	36.61692983145692	36.59324130611871	36.56749317337632	36.52812792843999	36.52546959314049	36.501358200735176	36.490454282700284	36.459371389285	36.41773765597455	36.404372542876274	36.369448402094285	36.30568563298702	36.25358787673389	36.23950107635754	36.188844548039775	36.1749387438982	36.14342260306822	36.103812534570096	36.052849286498365	36.097748401330335	33.91844958207048
s305.STL.V05_4mo_R2	32.277944885982734	32.417701287486324	32.50301917701928	32.454777393368786	32.428697885290234	36.54991879390712	36.584643955181825	36.62183316892741	36.69012902325658	36.67433476692507	36.6602217100303	36.68347759434469	36.683112495661	36.675250975526225	36.696422335451615	36.704490347256275	36.68495445488468	36.71342522842959	36.715203302656505	36.717092448339564	36.727626374472905	36.712715104216905	36.72701399445493	36.734678969450094	36.72249454846376	36.710109174409205	36.73912798114028	36.72411807519492	36.714741423058065	36.710858028509996	36.710003171135114	36.713826976506574	36.71126813020128	36.686816729340684	36.677795573550895	36.664727489337736	36.65774899800068	36.65078525445523	36.64011459222228	36.613314058301675	36.611313434252594	36.57613180854032	36.539065398484276	36.54436756861162	36.52383752896613	36.51453439748785	36.48957705782021	36.449069238767045	36.42645482955571	36.39903200402992	36.353679893095936	36.346662781008185	36.320392160691455	36.30935616054791	36.27989029151676	36.24210871331157	36.226762418985146	36.1908890755615	36.12250317072854	36.074246518511046	36.064016789732506	36.0145241853474	35.996831414243715	35.97217542093898	35.93995098766392	35.89454917144053	35.96509615303053	34.17406264833812
sNA.MockDNA.4_R2	32.395152737906706	32.53002957702261	32.60694545932848	32.55729452900032	32.55197957456296	36.733367015402045	36.73515126422822	36.77122155066868	36.821480320586296	36.80384030476853	36.79147481223795	36.811863301753405	36.817164216130784	36.80763439345991	36.82290079462517	36.83187703778803	36.806594584506065	36.835855019595904	36.83538293577443	36.83892715362379	36.84825735408842	36.83087016491476	36.84206957422673	36.848794812080456	36.83651219539371	36.821721923864715	36.84720804390918	36.835101083731296	36.827114832818644	36.823564066992326	36.82527797573928	36.82805128602979	36.831236031217365	36.800432638208	36.79424660070206	36.785040008154155	36.77831081524287	36.7768762088056	36.76681785492549	36.7465675019743	36.75040216337995	36.72322870443006	36.684532159156646	36.69263113609165	36.67410907353665	36.66613508073479	36.650440658235155	36.61224183890091	36.593061816047175	36.5701313320495	36.52824928868692	36.527308970986816	36.49909245029885	36.49242581578122	36.46537006678111	36.42746471774851	36.418938972172405	36.383304799931466	36.31732589854136	36.26949636641007	36.263429206323366	36.209376953809965	36.19342461050539	36.16789063257847	36.13362200496168	36.09115409928327	36.14567249178904	34.182430381823394
s193.STL.V05_4mo_R2	32.40367729540853	32.47049266990729	32.56857537037276	32.47916371185064	32.468964761401296	36.57544128834277	36.55786067021674	36.60652810191214	36.702657400363606	36.674403986745226	36.65789354926054	36.701806413347605	36.668369715177214	36.669059530409896	36.696365253942254	36.703443918666274	36.69241976868626	36.719512745464634	36.72086981188029	36.72177882073829	36.73594582049331	36.722191420503634	36.73844237104175	36.7507248898294	36.74041978479096	36.73375584633117	36.751228889028724	36.7435275300856	36.739429661450366	36.721453613394864	36.724202886243354	36.72942673118065	36.727555038740185	36.69551605154723	36.686686935921344	36.65353479571904	36.65574936054807	36.63147411950176	36.614387101911724	36.59009914935203	36.591410473286295	36.552135771478405	36.501389659754246	36.51193034571357	36.48550301782089	36.4769977916236	36.455790528443714	36.407723322658725	36.37517660474013	36.35960767103251	36.331229978044135	36.33082824556113	36.3252063733594	36.28951152533517	36.24852247527127	36.22535521328243	36.2152508285927	36.17937425183032	36.139949535128345	36.05933309190085	36.04763221740849	36.015568388348065	36.004412219295205	35.96406559342121	35.91215172433453	35.867070583920125	35.936481183800566	34.19934356721412
s241.STL.V02_1mo_R2	32.47247454797347	32.58632507189853	32.66574861381305	32.613227819707745	32.616712152958854	36.82245955935545	36.824652165178726	36.859744267113825	36.88915006208828	36.878270172962395	36.865351597588905	36.885575432822364	36.88780186712382	36.87742172870809	36.89395656839754	36.90032087612636	36.8788993826563	36.90792968152309	36.90904602130257	36.90765267833072	36.9124347240481	36.89478744786511	36.90604879074535	36.911153351219866	36.8998629722164	36.88476309723288	36.912407695846035	36.89782851864669	36.890386175591104	36.88827349801772	36.887875464665974	36.891249849347375	36.88893547001092	36.86638694942954	36.85646477150583	36.845657218628716	36.83936502146386	36.834403842513815	36.825324942413225	36.80090182188063	36.798029433896296	36.7711114171336	36.734552791884624	36.743735542324025	36.72375400115768	36.71571332065688	36.699068600178755	36.65748964173349	36.63768296603168	36.60717040483233	36.56708293631779	36.56247518757034	36.53781818171892	36.52775263106149	36.49706889629061	36.45926825098663	36.44662674370387	36.41264866122471	36.35074986221081	36.3015252713352	36.2906555172033	36.243065902338465	36.229741139880716	36.20250665143007	36.162808441795384	36.12341844278927	36.171480058576755	34.195368254478154
s237.STL.V01_1.4d_R2	32.14135023973722	32.306484466182496	32.379501401114446	32.327630139438384	32.2716279183115	36.37051825423373	36.412606229541396	36.432558366230055	36.53672590928832	36.50966462898971	36.515552094795936	36.53302577186045	36.525575742138074	36.51193144910832	36.532538812422416	36.53590343088092	36.5161845473279	36.542218962609574	36.54659303913459	36.550119977405785	36.56188156368957	36.54212104851346	36.55710391325096	36.5656920806599	36.557710484480296	36.5436315161263	36.56765822797908	36.54702760296411	36.532323154928456	36.524021320900076	36.52362814362269	36.526585002309815	36.51947283994057	36.488054982201476	36.47501865976342	36.46116194724803	36.450404865837044	36.44227597638218	36.426480891972176	36.39960110790373	36.393270795675534	36.35863174181674	36.315594788792964	36.315142455662006	36.2911107453465	36.28125359508189	36.25749416040197	36.211347917018905	36.18437715359575	36.15076256328743	36.10346521329029	36.09719033464851	36.06383997271713	36.04765702859466	36.01271183162304	35.969502611622154	35.953895547992026	35.91207468770294	35.83472324684208	35.780131193122905	35.755751689883496	35.70101349147138	35.671780987868665	35.63808733249499	35.59521694471225	35.54010895722304	35.598535072920605	33.443694867747176
s124.STL.V02_1mo_R2	32.39101210624085	32.51406997682901	32.59285572065281	32.527289913070504	32.52893748208569	36.80060038902759	36.786916595374116	36.835997960777796	36.85377113887935	36.85341886980704	36.840194557552245	36.85871056391496	36.873105459733026	36.862209186564776	36.87900979570582	36.879592899480784	36.86189739561567	36.885945776818936	36.87881834512304	36.875580095265796	36.882321343786174	36.85555217630082	36.87254515034857	36.87889733782863	36.87225010372305	36.862124927076714	36.88804611479629	36.871679439706774	36.865971149408004	36.86276052386052	36.872500002358386	36.86937849575428	36.87811853580838	36.850659302835176	36.85211653161358	36.847122840172204	36.839611604876644	36.85098156756989	36.83855456995863	36.815828093995606	36.82420864187825	36.801801583635424	36.756516998708	36.78094217227979	36.75801155999157	36.758022697341474	36.73977519434345	36.71050394058628	36.690866301905864	36.66973606671148	36.633687708484906	36.63383501041325	36.61046519839585	36.603230411551884	36.58789954094017	36.54228851383464	36.544672832906535	36.504792943358076	36.446010169299704	36.40328946771455	36.39219904335247	36.346285722441756	36.32905200097717	36.29864709377545	36.26549546639366	36.21558706737383	36.23145989506879	33.22954342429719
