Samples	1	2	3	4	5	6	7	8	9	10-11	12-13	14-15	16-17	18-19	20-21	22-23	24-25	26-27	28-29	30-31	32-33	34-35	36-37	38-39	40-41	42-43	44-45	46-47	48-49	50-51	52-53	54-55	56-57	58-59	60-61	62-63	64-65	66-67	68-69	70-71	72-73	74-75	76-77	78-79	80-81	82-83	84-85	86-87	88-89	90-91	92-93	94-95	96-97	98-99	100-101	102-103	104-105	106-107	108-109	110-111	112-113	114-115	116-117	118-119	120-121	122-123	124-125	126
s298.STL.V01_1.4d_R1	26.82701443623715	30.85860260358434	31.734766045680203	32.19249193268527	32.491919919068124	36.10130654782469	36.374682416328504	36.72789422255234	36.9817902290598	36.995668846244136	37.031440137859406	37.04620244918149	37.07331883963202	37.10879519296896	37.143012321140375	37.170136800101425	37.18614386497684	37.15818178664283	37.14154177145592	37.15818037358978	37.14600979645312	37.139337847241954	37.11727377247104	37.108178116017	37.122227168654256	37.12847737046215	37.11923732512182	37.11546397373374	37.100038367244096	37.063005320319	37.03631979106267	37.004495829188784	36.99234597453217	36.95491967346349	36.9510649450022	36.93086070929159	36.90741957903767	36.90864250602682	36.88817449728326	36.856307560479394	36.84279399038441	36.82239737996129	36.806099160238105	36.76070487562379	36.74133591509596	36.71915849850079	36.62995760591675	36.643912278702395	36.609239827164174	36.58402845552679	36.562558995246135	36.51951453626303	36.4847523262606	36.433977200980976	36.4007593487283	36.330671066077144	36.30540346301787	36.27028000865728	36.220564845335815	36.17011829551552	36.11503029616264	36.054528165072064	36.018191816666224	35.965425777270546	35.932095843065525	35.85102969863433	35.835155918989635	33.19421605580036
s200.STL.V01_1.4d_R1	30.31247782491709	29.348022005955173	31.144278511702502	32.0721390890586	32.450395198506605	36.48993086111042	36.411341433229225	36.96771581467869	37.11195182761379	37.16622205305741	37.19738402406618	37.20724830822215	37.231418364671455	37.23537832242621	37.23535807379841	37.25282366614249	37.25188148781714	37.20124140434075	37.17470769587962	37.18118975866437	37.163015664498595	37.153595482454406	37.125524583308774	37.11708817019404	37.1229660322016	37.11699583363776	37.09967711258845	37.09037624296896	37.079953528283404	37.043882655273	37.02827312603236	36.99677267463576	36.981827322412094	36.950684538552885	36.937680421941735	36.93142890651039	36.906209655627904	36.90538225269489	36.89432101650007	36.84623086724661	36.846734234601094	36.82916001355271	36.81348265847721	36.774979552584135	36.74063006687419	36.73848465337157	36.65599304279833	36.664497444314534	36.64096579220865	36.60284066434517	36.59920084147927	36.56447683534479	36.53332039821157	36.5018665589562	36.4575742090212	36.40971251913334	36.387680133053976	36.36562057889857	36.33447185516045	36.276772197417095	36.24656604149217	36.190061012060106	36.163716628739955	36.132477259935285	36.0848979797861	36.03168459628275	36.007916445635296	32.89875021097249
s208.STL.V02_1mo_R1	28.837126828303276	30.88125422544282	32.05836703929654	32.1734595660944	32.620122382998765	36.5874820274237	36.78755684510953	37.04199589427164	37.09042586300721	37.093697318704244	37.1021228747987	37.15128518172254	37.17490070016781	37.187005449858276	37.204050077313674	37.20684384612208	37.22235452613103	37.1878505076078	37.1631450791348	37.18157580590788	37.16743538654674	37.15248380542225	37.12593238158746	37.12048107336939	37.14373077835805	37.16142228921012	37.15861724817333	37.16117118890234	37.14919956195418	37.11466516903924	37.09094049239295	37.066032510246785	37.06064240374265	37.027829437746675	37.03244983425103	37.02032550044547	37.00041058950893	37.01091718543413	36.99886936013574	36.969038979862106	36.96304839686759	36.94854765131964	36.941370184696105	36.90249710720281	36.88770243493797	36.87544063747376	36.792859637785895	36.814727623868116	36.78126263895157	36.764782949297974	36.75024943742478	36.71922701882089	36.69290333261978	36.6518862048986	36.63205396308013	36.57238836247323	36.553298628822425	36.53565008557104	36.50208561045388	36.46589543341165	36.431376151421595	36.38479770684226	36.3633719997313	36.33196154529657	36.31089423526	36.25057130647029	36.24569094238897	33.71516711483924
s231.STL.V01_1.4d_R1	30.708847110341875	31.764903502452697	32.300202480963264	32.49124497194512	32.83526227705781	36.7024880759521	36.90431820404811	36.974970021260546	37.059027139748174	37.04920736732856	37.1029256483114	37.1213000182379	37.09761718197004	37.12360060382278	37.14552856910346	37.163846577135786	37.17770002659653	37.141939312220074	37.11459746570631	37.118675682869224	37.10296410586147	37.07406860375646	37.03532579048041	37.02646301724913	37.03784873136698	37.059151191885185	37.04920399710414	37.04040585550878	37.02486074977895	36.969991891209276	36.94010283259053	36.90257119924326	36.87982973623448	36.844030332468854	36.82298228600293	36.810490659527375	36.78308927489803	36.77773434745242	36.76199888785344	36.70900659855076	36.70760961862227	36.68533678327561	36.66476890082974	36.62434224942661	36.5865477937155	36.57875096994591	36.491226846754756	36.49556470224272	36.46798372277386	36.427391369482926	36.42179848885813	36.38085684638939	36.34802194776394	36.30885852294666	36.26292230022713	36.2071320848521	36.18372741628772	36.15192752509489	36.116362794074185	36.05551820284093	36.025092026443076	35.96087052159254	35.930057783474496	35.891350098686345	35.841773248953416	35.784894424216034	35.76040458482041	32.57709978996208
sNA.NegativeControl.9_R1	29.457022280146465	30.910693229069697	31.75920064544157	31.804133308508657	31.593930366784587	35.661515546453174	36.35344132067275	36.73586545025756	36.91603053435114	37.02702786569851	36.96661081114628	37.077142679823744	37.07822875938683	37.04009185130019	37.1168000992987	37.10553590268727	37.128250480978096	37.11515546453175	37.10261900328928	37.126481722832494	37.085396884503204	37.07239496059083	37.0347075552365	37.02035535877539	37.04190469052949	37.06971187875392	37.048498476216174	37.03374649393808	37.04808997938078	37.020583670405436	37.00390760569029	36.99342539008131	36.932022697604815	36.91118761930608	36.92584598850395	36.9379105386096	36.872645485689866	36.8263801268903	36.83738244014472	36.858651447768715	36.78619682704114	36.78034525502568	36.79609650604071	36.748695397411645	36.740344353535384	36.7277381918968	36.58945246332743	36.613457211078966	36.55047355877782	36.554247767252114	36.50454083868651	36.49657102262685	36.45565185996455	36.388250323280786	36.384865369757264	36.35604853057794	36.30215246811088	36.25770613630847	36.23289930270027	36.19115000092592	36.139267997580156	36.10270828736934	36.101048562834094	36.031487957591	36.06763916851646	35.9889006663543	35.988203749877975	34.00886449978894
s275.STL.V01_1.4d_R1	29.563387614519087	30.91545199271164	31.85574371309669	31.86860940405148	32.53011374582116	36.00285475967742	36.280211487268545	36.60393045160017	36.82674839743438	36.91836405725378	36.95810529623069	36.992882412624674	36.98960815296096	37.007826409928256	37.029952433021094	37.05125474794845	37.06686066767497	37.04252044609197	37.03060351717869	37.05103951970483	37.03809949795578	37.036635780369295	37.02282372709533	37.0138275392828	37.03404521056165	37.03643783722464	37.02916762521936	37.028940577076405	37.01829804517841	36.98679651950768	36.96410595384336	36.936271508448684	36.92736412912708	36.894170097145185	36.89959350354104	36.88353523290715	36.86595307827517	36.872654682398206	36.85704602284584	36.82763947986717	36.81746673231406	36.79873795512093	36.789791900032746	36.747635195044154	36.72735543553043	36.71247516365679	36.62276182602489	36.63988958293237	36.6057612155998	36.58372744947521	36.56811867727325	36.531009247600906	36.49827474487775	36.455044050397625	36.43521008878336	36.37361504306506	36.35285457604995	36.33721086354622	36.306934541583416	36.2702849217958	36.24215580632334	36.19712905055473	36.17849382058129	36.157181833840816	36.15095647348549	36.10306301623185	36.1398535839436	34.505181512603144
s314.STL.V05_4mo_R1	28.370728878451015	26.90847461642152	30.65352796837984	31.301001880062604	32.089569167884385	36.424824069660566	36.7689952605901	36.779050353515856	37.00002634608367	37.06416410254229	37.08142473546482	37.13029178553407	37.128800878121794	37.14106319582702	37.15799939988632	37.17597452796853	37.187259762818435	37.15136720989204	37.13702134974251	37.157837337305345	37.1428070104575	37.14122590377317	37.126177060546595	37.11647582390635	37.13516597097381	37.1358249403183	37.129699087882535	37.13393592125824	37.12574317566909	37.099975248464695	37.08507767728899	37.064218436590046	37.0625293535878	37.03411129188642	37.041413553828356	37.03111716413711	37.01518979954154	37.02734713639428	37.01516184138461	36.989975210311506	36.981556334148905	36.96712706253767	36.961829370774666	36.92383020934281	36.910608714263894	36.89879412029018	36.814577379722145	36.835192194871	36.80534212026984	36.78890185012352	36.77371659946103	36.743341895640256	36.715470573691775	36.67511629515005	36.657932876318654	36.59990151506175	36.581804481046355	36.570101950166524	36.53774922466677	36.505488531347815	36.47642304245277	36.43091521478994	36.41653759410501	36.3965638111852	36.39086187029225	36.345288595488796	36.36857893546372	34.53760186797884
s133.STL.V02_1mo_R1	28.29152888433785	27.013057226011284	30.650457930531253	31.28515189450107	32.03711899090745	36.33281459417084	36.671500395077075	36.657518901051176	36.91676993226878	36.98324700581496	36.99888418510743	37.051348285124575	37.04694221021378	37.064676532893465	37.08455922300391	37.103109342905434	37.11825458511071	37.087965156225884	37.075826299703	37.095493414202345	37.08117024028361	37.07875823977546	37.065316664335505	37.05470420056012	37.0727466168142	37.072346462278475	37.06390909518277	37.06721206591131	37.056825436473694	37.027614192045654	37.01126403467281	36.98317035050022	36.97732686813889	36.948178662502656	36.95232954725671	36.93962136090428	36.92238817578203	36.928921661475066	36.91478740753431	36.888003982044246	36.87831413329123	36.85961675194807	36.84965519610118	36.80775429944947	36.789374276072365	36.77415240218723	36.686548046292636	36.70399118687985	36.67149307534192	36.650305850167626	36.63318354154272	36.60042391298053	36.56659273184073	36.5246737714522	36.50785273461535	36.444723727404366	36.42295868592228	36.40878424316737	36.37628652523968	36.340027775879406	36.309407302285756	36.26555584097598	36.24786554100725	36.22518646729141	36.213819599817185	36.166107173305114	36.2015252955844	34.53918086360333
s245.STL.V01_1.4d_R1	27.916584923065763	31.08943354654633	31.93092646993189	32.48953125356207	32.75940217305797	36.4830297073638	36.745144430106095	36.83397481323126	37.06327018927804	37.089892541547954	37.10935246866745	37.08810199546432	37.080787053611715	37.11636920023131	37.14252083779512	37.17216213777685	37.18677909769835	37.14922346522442	37.12194994690813	37.12788461260597	37.11231594846284	37.087761000227005	37.05277424127953	37.046522944157374	37.056113682168565	37.07348454046507	37.064274851407866	37.05840180274906	37.043751051677305	36.99329437213041	36.96818940473897	36.93573080457153	36.92135571618857	36.889320747209865	36.87195353578082	36.8623510258867	36.83666254271049	36.835013638007105	36.82329774091258	36.775482303048776	36.77294395075271	36.75468723821382	36.736503075325814	36.69831085450664	36.666241561438845	36.66054391596876	36.57112468344143	36.580559538485744	36.55275731241756	36.51957033083277	36.51548601221738	36.477687937810614	36.44410754687111	36.409928841982754	36.36896721403757	36.31507733538608	36.293198057879636	36.27091845417321	36.23373278830317	36.17708097421624	36.148136700910634	36.09293295183544	36.056941858666704	36.015594160367286	35.97347608649185	35.921066264749825	35.897480497596554	32.76274403396773
s325.STL.V02_1mo_R1	25.463014640984373	27.784659003850823	26.854621401011272	30.222611785979762	32.03169284957218	36.30913092423588	36.29982233782153	36.76845065410833	37.05219649588895	37.08549113841821	37.16635948289289	37.149666930901695	37.198335113542974	37.207126890430686	37.22886850529504	37.248972712457	37.25134821597035	37.20448989554274	37.18487669700305	37.20708684362816	37.19105712161945	37.18167754314607	37.16342682926786	37.15560028955429	37.17150196974897	37.16674794376903	37.15875171541281	37.16134039130578	37.148027733934974	37.12119847107313	37.10637692345551	37.08348673119354	37.08001408907828	37.04767960087637	37.05545768419701	37.04358256419556	37.02877673430571	37.03871317618514	37.02615471108874	36.999755451433636	36.994247460328076	36.98031764008651	36.97503980797722	36.93893334552831	36.92750377046062	36.91693270744932	36.8332067402413	36.85736247501268	36.826239071028354	36.81117395750436	36.7993480637005	36.77051268437506	36.7441081423699	36.70349342179913	36.6860422294755	36.6254890504064	36.60730548520548	36.5930311699809	36.55757815999794	36.524306738395474	36.48833880082093	36.441919141435044	36.41923540588526	36.39409783302007	36.37816536712688	36.32077214115164	36.329167168662075	34.24373678199551
s283.STL.V01_1.4d_R1	27.702008336649836	30.35095829580445	31.681412622274355	31.805751031608054	32.16359313797365	35.45287153599632	36.457544249177865	36.23735615089755	36.77146980582727	37.02170272931024	37.045052470622736	37.044979577302534	37.07965145262982	37.11799271066798	37.1474016044909	37.168872876563114	37.18790201294485	37.14351102825663	37.11537253094824	37.12869273789825	37.11320332628139	37.091159171362136	37.056671707826574	37.04820634107096	37.06069994797368	37.06332200609689	37.04743585758492	37.04167956484347	37.02242861268839	36.97210915391078	36.944690561458344	36.90922103473515	36.88973808197119	36.84946523431717	36.83765112328504	36.826510932973335	36.7969248594877	36.79516880921901	36.78474014733817	36.733887038749415	36.732157718197975	36.709713749652366	36.693819497318884	36.65435161343048	36.62035366397927	36.611421959698255	36.526655155884704	36.532387998954846	36.50126476305896	36.46502714791292	36.4537138632667	36.41406479866777	36.38422721780985	36.3442623599029	36.30695074880648	36.24737322905629	36.22177101275884	36.19384331876487	36.16091363096759	36.10122126035711	36.062669785566456	36.00711154973613	35.976701289989926	35.93883871219131	35.89560394374677	35.83603952326672	35.810532551342845	32.69311844389682
s251.STL.V05_4mo_R1	28.89893868717852	27.060961452096485	30.729435799858546	31.30245301741301	32.12575001227293	36.45471857721308	36.80413702224218	36.80472930466135	37.006124759314254	37.06854436027135	37.08713063031941	37.13443475665966	37.134234639748655	37.1423246584944	37.15728541467042	37.174480468771314	37.184334493655356	37.14502532768718	37.126206724291855	37.14425866741456	37.1278386259957	37.12616837139153	37.108085558572576	37.0979027486364	37.11328560613829	37.11067555563025	37.104900030808274	37.10695940101513	37.095895752764726	37.06924187618222	37.05315535084267	37.02649941992321	37.02217021605364	36.99200044825832	36.99747809386342	36.98330356425303	36.96477376175862	36.972933872063045	36.96063593630427	36.93061678715849	36.92207913938868	36.90522431015379	36.896911579893626	36.85468782387611	36.83646598011775	36.82291970737057	36.7371678193085	36.754038352248	36.722232399366	36.701550297091615	36.68364697181353	36.65211121797614	36.61712174705676	36.57160808733553	36.552481087496574	36.48570510705228	36.46399437060411	36.440971896623815	36.40494987654208	36.364340708983306	36.325723599074564	36.2736783227493	36.247728400275825	36.216437660352675	36.19729367223653	36.128104572164375	36.14030429948714	34.12415368823236
sNA.MockDNA.2_R1	28.76015860101791	27.26783435083148	30.895662293451988	31.4369582329204	32.206770799360406	36.49881950528964	36.80739293351503	36.79973062595969	37.008009602620405	37.05980041992733	37.07612527126918	37.11912231749821	37.118745493538015	37.13431251002661	37.14957487205615	37.16207319728299	37.172654017428215	37.141450018598796	37.12623955250061	37.144872395507385	37.12880316743677	37.12829632819208	37.114105937204826	37.10160422231853	37.11877653667124	37.11547628104664	37.10759709600296	37.11102547018344	37.101008744113344	37.07265172208314	37.05854926306553	37.0387734833955	37.03801752283685	37.00859499470785	37.014946764636065	37.005811457401855	36.98611729223444	36.99961380269666	36.989353907172564	36.96736580565626	36.958839104638926	36.944006408936346	36.94037866035824	36.90364104394328	36.89082004858162	36.880287197300795	36.79732248733779	36.82216773182124	36.791113738687294	36.77411329506224	36.76253208387973	36.73107529559682	36.69642068923145	36.663070545374815	36.646097275396976	36.58663478869417	36.571696980117224	36.5527539242969	36.52218400203701	36.48899883913009	36.455544790024135	36.41040291738561	36.38758354440112	36.36082163147547	36.35221525623879	36.30235031080826	36.325853395757775	34.44625468384075
s248.STL.V02_1mo_R1	28.127447037585416	30.57976869126433	31.89102961783382	32.01641577862459	32.55340110045681	36.521840965776185	36.77137297406478	37.0082949051122	37.074849818844825	37.06819175757488	37.09337584333189	37.14973345211967	37.166468889822674	37.179435596585726	37.197794803218045	37.205488487764576	37.21559043601678	37.18638851968541	37.166887512466246	37.1840163247051	37.171847638490384	37.166243685718776	37.14230193294508	37.13243709227723	37.155403392850545	37.171755375353406	37.17070075459426	37.16954914397965	37.1610064588193	37.1266830059365	37.10788676265311	37.083931321093104	37.078267777123415	37.046748342689206	37.051157143528926	37.04295951038691	37.02263179690695	37.035141907226645	37.022635706472286	36.99597027086711	36.989065450279405	36.975294484451744	36.97065002218764	36.934095569009656	36.921757224029996	36.91133683421876	36.830181706968006	36.85194553504069	36.824140863853366	36.8097206703721	36.799383817854654	36.77275000375064	36.74764270111904	36.706672518795074	36.69612805188051	36.64292282073246	36.62715665979293	36.6146110430206	36.5849068166464	36.55409659912075	36.51960675437317	36.48006769681095	36.461513143090734	36.44247319673553	36.432282560225474	36.383031360123404	36.391032322205106	34.174343082289184
s237.STL.V05_4mo_R1	31.509827582266542	32.178572664557564	31.689268049012213	32.08836890408141	32.21023014061791	35.377497216699155	36.51447675576495	36.46186273837625	36.780739231645725	36.910204674639466	36.955921982689674	37.019940187599374	37.03279854778626	37.071063139302176	37.107182711865526	37.135642901685	37.15667486148793	37.12950984521257	37.119554606566965	37.136382721007145	37.12242703833936	37.12199509616672	37.10921908906065	37.100561013390056	37.11348823435056	37.11162551140107	37.104176931134774	37.110079644938025	37.09782614402592	37.072635456922406	37.05859356281279	37.032845171502565	37.027548709276594	36.99965437355984	37.00567178429353	36.99199426715597	36.971397387779824	36.98410760768489	36.96915563742584	36.939749994787775	36.930350024212366	36.9089937829451	36.90214492457304	36.867078620806346	36.85383633499569	36.83320770539779	36.74488433669731	36.76875194672941	36.73840254056565	36.71600630187561	36.702064815927365	36.665261740888134	36.63708070126749	36.590157049928386	36.57292828794249	36.50774158860997	36.487050538732795	36.46613810481488	36.431511068480646	36.39575496787667	36.358064451363184	36.30570657491288	36.283737639711426	36.25020635817898	36.23306566034513	36.177085506411906	36.19883660608631	34.147019450985454
s224.STL.V01_1.4d_R1	28.516033303908358	30.732093855537556	32.022161799805346	32.128046677811234	32.59965840558036	36.609417849722576	36.82327723803526	37.103330124015024	37.145265358968174	37.14541040265258	37.14187049359999	37.1901990705891	37.21696822198536	37.22525732446593	37.23475523104477	37.23003933682911	37.24464755185153	37.20077028975972	37.16702367264483	37.17504904963301	37.157284400140846	37.13031524001421	37.090645501706746	37.081350906595176	37.10012522580728	37.11869436365829	37.10798149460028	37.10495283336309	37.088861093154	37.03639817329152	37.004044657748885	36.96738395459623	36.95180427154168	36.91499040057377	36.90066332975213	36.889126850757386	36.86226689369086	36.863871841349	36.84964681970453	36.80239562087307	36.80021408058917	36.78276628044437	36.7661465433395	36.72747336760653	36.69483626144944	36.68677483517786	36.60308810606975	36.611187962744935	36.582893397253244	36.548582496185716	36.54089685738357	36.50527451420458	36.47793071935979	36.438480738173844	36.400339125730056	36.34471089063402	36.32250873578775	36.298556460156014	36.26172461755007	36.20864045924752	36.173847782664815	36.11803100923419	36.0860747584033	36.047010121649336	36.00410606212021	35.943203284780466	35.917208282397134	32.68574193479527
s322.STL.V01_1.4d_R1	28.59006786589693	30.09708733953527	30.258143797780573	31.634077805207962	32.2272328480608	36.347974019525644	36.36897055775705	37.013734294065046	37.139808361412456	37.17040165889533	37.191723722012725	37.20909023667014	37.247159621439096	37.24579417453261	37.247680680958524	37.26027838419553	37.275060289845314	37.214545982495615	37.17646396487115	37.192092454926346	37.17329238579349	37.15775836752748	37.12328268703925	37.11960659157064	37.13633630076145	37.13565439898386	37.125820785031046	37.12290043738554	37.10672013091104	37.05991382660969	37.040556715993205	37.00941203449365	37.00017307026433	36.96884615946881	36.95652515430199	36.94652939163323	36.91903035430667	36.92567048535457	36.9179801680855	36.87608904924157	36.87001193400829	36.858716871421365	36.84436799120924	36.807657918641866	36.77774743894148	36.77197825343281	36.689495586012825	36.69753802848665	36.681529106728895	36.64414689224221	36.64077834294412	36.60722057593193	36.574554659732506	36.538999721921506	36.50135147446108	36.4462397489544	36.43194487269021	36.4112905426796	36.37678795202568	36.32142834019864	36.29924478856289	36.24216649608452	36.21113939846312	36.17951017604955	36.138190338752494	36.07714727054734	36.05571610025525	33.0367710586955
s283.STL.V05_4mo_R1	26.16479771555033	30.46205441743673	31.485329066784658	32.27539581715841	32.57933267052068	36.09476863526066	36.398600554860934	36.44657725577756	36.82134269377847	36.864838401059494	36.92102531650125	36.91172191568137	36.895790451444356	36.960109070500906	37.014953629316004	37.07063718469914	37.092321538260755	37.07902487744627	37.070163846303494	37.09285738232692	37.08583515436344	37.077735650639525	37.06069585887696	37.05341987952336	37.073445611395115	37.08908438584072	37.087810712827455	37.086660220410884	37.078811534595204	37.043211796801046	37.01745256639761	36.99083981646904	36.98227447030963	36.95068243663625	36.955269847218254	36.938556201101306	36.919582391492675	36.925934351065656	36.91072840253685	36.88128686093847	36.871240176107705	36.85008036788571	36.83864750902174	36.798065555889906	36.77815022419871	36.76166658220235	36.673064443002545	36.68909728181533	36.65568753445214	36.63545163831064	36.61755050744755	36.579461910928586	36.55017507811985	36.506111951082794	36.48756888538623	36.42698153773035	36.404380037852114	36.38404433988791	36.34912641632168	36.31630559279619	36.28298194163445	36.2398418558864	36.21830259681073	36.196590752290966	36.18787360629632	36.13871299359224	36.177432642549405	34.474802387310234
s105.STL.V01_1.4d_R1	25.69940813037502	30.438277058207568	31.377142599089474	31.98681629461955	32.28116488522471	35.804423357540614	36.121117355017354	36.52842921696524	36.84470831298811	36.862702899512	36.88067067267664	36.9295175571054	36.95309355604415	36.98959641660622	37.0320349081713	37.06674127366279	37.07682027428656	37.0477785837466	37.0455643647633	37.06177939096983	37.05603568716995	37.055201650573956	37.03982625597081	37.0264735764117	37.05090298156511	37.06180770836266	37.057311408754614	37.05711047473999	37.040431359138594	37.00471309545552	36.987277211529104	36.957364770801355	36.960728618621815	36.924281982309495	36.92277919894482	36.916817527981294	36.9000010934125	36.91299538120828	36.88952643679612	36.8723604047007	36.859980883352954	36.846274624133564	36.83134797855836	36.7921603313195	36.77432039992098	36.766783300927415	36.66804340356707	36.68158346987453	36.646271411068014	36.62602820020245	36.618836642634896	36.57199905124442	36.54467125474129	36.50855295543272	36.48056160866524	36.421405542347024	36.39433701525503	36.371463548743904	36.34158246270716	36.30969609394661	36.2662361450216	36.2208399753572	36.20791083525565	36.18789626815428	36.174194861786674	36.12015811393896	36.15192528247495	34.539972412018074
s128.STL.V05_4mo_R1	23.918790807368808	30.201434922573124	31.089830084371773	32.23455156585865	32.679555201090764	36.452280003340896	36.87201204670948	36.96210155485832	37.09643653485543	37.133597688593184	37.15026774999536	37.17409879322797	37.17420037482742	37.18246321313539	37.195734371584095	37.20861934631112	37.213130958477095	37.17641641648942	37.1557575842819	37.16870428936552	37.15507143096524	37.14846784560361	37.12970538704288	37.12106716641036	37.13747728108936	37.144611970928224	37.13774831233656	37.13635483135622	37.125516548871495	37.09744449207531	37.07567420930693	37.04907267622453	37.04312961500578	37.010950274518855	37.01490385483498	37.001932652622564	36.98084327291826	36.98804723721021	36.97483343909144	36.94531914345127	36.936831901845295	36.917821305491294	36.909278211042704	36.86657571523234	36.84941687068107	36.83537353935847	36.74975504416929	36.76558184230984	36.73419828969522	36.712094775474995	36.6941812791095	36.65870332644906	36.627313587939106	36.58559205766864	36.558612452075735	36.49751620941247	36.47174518723836	36.45341116829577	36.41501078089088	36.375182238843436	36.334220439216	36.2842890606701	36.257727140011895	36.224456195579535	36.210736207257106	36.150234600977505	36.16742475568833	34.009896940945524
s196.STL.V05_4mo_R1	24.90767161458132	26.010443195391094	28.849656902353097	28.88316848793969	31.40896453585452	34.78956783291733	36.27971529640111	36.61026169309675	36.77853677798251	36.94588892866639	36.98630635859094	37.044222143512314	37.09422606785769	37.118257058249434	37.14666319197485	37.16300822253352	37.17093011844762	37.133047614932885	37.110604267849716	37.12804943555449	37.112984491599725	37.101591794769526	37.08023518148305	37.07510291521296	37.0929169413342	37.097267695374704	37.09051545141882	37.09161424912259	37.077706337169154	37.04319631226948	37.024707043299536	36.99802788086368	36.99081432354564	36.9583614011836	36.96388839928055	36.950759721276214	36.93440154452696	36.941980801897024	36.927966878681005	36.90001947499557	36.890871238016274	36.87696351011254	36.867389041241005	36.827941873091824	36.81308114753461	36.79868612616785	36.71544429013649	36.73642950945879	36.7038394538819	36.68403230496595	36.668824841272894	36.63535448359577	36.60606562861452	36.563573565329726	36.54061689258154	36.476082079507634	36.45523447111477	36.43863616487504	36.40508033629534	36.365259796790795	36.32719564704488	36.27708771060981	36.25649003447165	36.22944673266177	36.210531098591595	36.153621405597136	36.16572270606811	34.01239073577212
s241.STL.V01_1.4d_R1	28.804919156359304	26.894089052980327	30.74125131303803	31.301309394325948	32.19165190456634	36.52102098113879	36.86538599061355	36.89324089908853	37.058680625790466	37.11749769175464	37.13396983468945	37.17979568481275	37.17846261210059	37.1876742535122	37.187750873410074	37.197222227897775	37.2018491616421	37.15295068334733	37.12746645126827	37.13409776154117	37.11510090783796	37.10613308796805	37.07894040767924	37.06652598371893	37.07148596579891	37.065163283683255	37.04760315961661	37.041950817488406	37.027297597830405	36.98530313462547	36.96336774193932	36.929743044012596	36.91389521682224	36.879609320860894	36.868411319926	36.849675396392286	36.821915316274435	36.820908717651335	36.808739204593174	36.76094270713495	36.75494462535273	36.73378092786072	36.71730341742928	36.67415084346251	36.64246756673271	36.63571074523614	36.543235066263364	36.55139850915478	36.51807425224433	36.48371665424778	36.47222368589811	36.431136641015094	36.397054452298256	36.35826084608284	36.31986112187364	36.260966247861965	36.234163821853706	36.205283333841315	36.164815346937644	36.109790502779404	36.07334911929341	36.009704223476966	35.97992348448581	35.9391131837011	35.893787857206924	35.828481667933616	35.79623604493042	32.582526140570934
s206.STL.V02_1mo_R1	24.5045316690552	30.34821987327202	31.176375814586205	32.233891649504606	32.6618635484842	36.39581729230234	36.80312264052464	36.891951378502455	37.033923816964375	37.07254647998192	37.08652186909615	37.113755219179026	37.111078129236425	37.121308406215256	37.13670293264061	37.15209884858905	37.15434570744182	37.12193933654788	37.106394133711376	37.11830417042779	37.105106827404384	37.098515537734144	37.081683111600775	37.07027429769142	37.08827697243788	37.093948003808215	37.088718036332025	37.08839995766313	37.07654948041985	37.04635764444834	37.02562790026667	36.999883713176	36.99542056958582	36.96255312416355	36.96517236493864	36.950870242305264	36.934146670264255	36.94069760758704	36.92448519437218	36.89689940301506	36.88755188567674	36.87013199329876	36.860150245302314	36.81917892446758	36.8020685197461	36.786124070817344	36.698092899459205	36.717741964062576	36.68448051930584	36.66561678376691	36.645791152867496	36.611154474033306	36.58079852384993	36.53702661477089	36.517826700865925	36.45059268236835	36.431616201812794	36.413268175878045	36.37772700180386	36.3375946222753	36.30217618857199	36.252343769304616	36.229556395425504	36.20096868014225	36.18422723081911	36.12418772205941	36.14761241571047	34.084126528989
s248.STL.V01_1.4d_R1	24.59178576199129	26.05306691217217	28.732816188941307	28.64083025532502	31.771651881455053	36.17217876193922	36.729910320235284	37.00114081045392	37.09199600212916	37.1253211496017	37.15042962344433	37.18684206463583	37.1874993467453	37.189870002074116	37.18900823326271	37.198479731268506	37.207521111993415	37.15145747477286	37.11725075708025	37.128516272299	37.10737858020735	37.0870566294397	37.05499805792874	37.048298328152754	37.05877530608306	37.06600015701314	37.05438896394755	37.05373250167475	37.03998307108189	36.993929922091716	36.97007692661421	36.9359556727015	36.92056998193996	36.885473840204405	36.87465089784503	36.864933179745705	36.837939774093854	36.842244617129694	36.83018893942274	36.784956533894814	36.78153058860008	36.76443035893826	36.749365493709824	36.712958992681365	36.681765261576246	36.67521697967245	36.58924266128698	36.600848549527896	36.57370994457492	36.54094159138267	36.53755087645726	36.49900369893751	36.471002169246134	36.43576630948017	36.39586792316658	36.342083770272716	36.32317983796535	36.29744464049068	36.26606095655152	36.211111648779294	36.18059365983052	36.12188962051044	36.09280756070152	36.060765485064394	36.021771885711175	35.970135541493995	35.942226474907386	32.79449743357192
